seed,lam,split,theta,FR,TTDef,SupPct,F1
45,0.001,test,0.1,0.0,0.0078125,84.74655151367188,0.995850622406639
45,0.001,test,0.15,0.0,0.0078125,84.74655151367188,1.0
45,0.001,test,0.2,0.0,0.0078125,84.74655151367188,1.0
45,0.001,test,0.3,0.0,0.018229166666666668,84.74655151367188,1.0
45,0.001,test,0.5,0.0,0.23697916666666666,84.74655151367188,1.0
45,0.005,val,0.05,0.0,0.0,93.73664855957031,0.8695652173913043
45,0.005,val,0.1,0.0,0.1762152777777778,93.73664855957031,0.9448818897637795
45,0.005,val,0.15,0.0,0.2725694444444445,93.73664855957031,0.9917355371900827
45,0.005,val,0.2,0.0,0.2803819444444445,93.73664855957031,0.9917355371900827
45,0.005,val,0.3,0.0,0.3177083333333333,93.73664855957031,1.0
45,0.005,val,0.5,0.016666666666666666,0.79784604519774,93.73664855957031,0.9915966386554622
45,0.005,test,0.05,0.0,0.0,93.7566339969635,0.8664259927797834
45,0.005,test,0.1,0.008333333333333333,0.24789915966386555,93.7566339969635,0.967741935483871
45,0.005,test,0.15,0.008333333333333333,0.34593837535014005,93.7566339969635,0.99581589958159
45,0.005,test,0.2,0.008333333333333333,0.3581932773109244,93.7566339969635,0.99581589958159
45,0.005,test,0.3,0.008333333333333333,0.41334033613445376,93.7566339969635,0.99581589958159
45,0.005,test,0.5,0.03333333333333333,0.9834770114942528,93.7566339969635,0.9830508474576272
