Seed,config_id,episodio_idx,Tipo,Omissao,TTDef
53,baseline_hybrid,65,Progressive,False,0.0
53,baseline_hybrid,66,Abrupt,False,1.25
53,baseline_hybrid,67,Progressive,False,0.0
53,baseline_hybrid,68,Progressive,False,0.0
53,baseline_hybrid,69,Progressive,False,0.0
53,baseline_hybrid,70,Progressive,False,0.0
53,baseline_hybrid,71,Progressive,False,0.3125
53,baseline_hybrid,72,Abrupt,False,0.8333
53,baseline_hybrid,73,Progressive,False,0.0
53,baseline_hybrid,74,Progressive,False,0.0
53,baseline_hybrid,75,Progressive,False,0.0
53,baseline_hybrid,76,Progressive,False,0.0
53,baseline_hybrid,77,Progressive,False,0.0
53,baseline_hybrid,78,Abrupt,False,1.4583
